id_bioguide,term_number,term_id,term_type,term_start,term_end,state,district,class,party,how,url,address,phone,fax,contact_form,office,state_rank,rss_url,caucus
H000816,0,H000816-0,rep,1891-12-07,1893-03-03,OH,3,,Democrat,,,,,,,,,,
H000817,0,H000817-0,rep,1891-12-07,1893-03-03,TN,2,,Republican,,,,,,,,,,
H000909,0,H000909-0,rep,1893-08-07,1895-03-03,KS,3,,Populist,,,,,,,,,,
I000008,0,I000008-0,rep,1893-08-07,1895-03-03,OH,18,,Democrat,,,,,,,,,,
I000054,0,I000054-0,rep,1893-08-07,1895-03-03,SC,1,,Democrat,,,,,,,,,,
J000178,0,J000178-0,rep,1891-12-07,1893-03-03,OH,21,,Democrat,,,,,,,,,,
J000270,0,J000270-0,rep,1893-08-07,1895-03-03,PA,15,,Republican,,,,,,,,,,
J000272,0,J000272-0,rep,1885-12-07,1887-03-03,NM,-1,,Democrat,,,,,,,,,,
K000173,0,K000173-0,rep,1887-12-05,1889-03-03,TX,3,,Democrat,,,,,,,,,,
K000330,0,K000330-0,rep,1891-12-07,1893-03-03,PA,28,,Democrat,,,,,,,,,,
L000058,0,L000058-0,rep,1887-12-05,1889-03-03,IL,17,,Democrat,,,,,,,,,,
L000093,0,L000093-0,rep,1891-12-07,1893-03-03,RI,1,,Democrat,,,,,,,,,,
L000312,0,L000312-0,rep,1893-08-07,1895-03-03,PA,-1,,Republican,,,,,,,,,,
L000345,0,L000345-0,rep,1893-08-07,1895-03-03,KY,10,,Democrat,,,,,,,,,,
L000392,0,L000392-0,rep,1877-10-15,1879-03-03,NY,32,,Democrat,,,,,,,,,,
L000495,0,L000495-0,rep,1893-08-07,1895-03-03,SD,-1,,Republican,,,,,,,,,,
L000534,0,L000534-0,rep,1891-12-07,1893-03-03,WI,9,,Democrat,,,,,,,,,,
M000051,0,M000051-0,rep,1889-12-02,1891-03-03,NY,5,,Democrat,,,,,,,,,,
M000156,0,M000156-0,rep,1893-08-07,1895-03-03,VA,9,,Democrat,,,,,,,,,,
M000167,0,M000167-0,rep,1889-12-02,1891-03-03,IN,11,,Democrat,,,,,,,,,,
M000185,0,M000185-0,sen,1893-08-07,1895-03-03,KS,,2,Democrat,,,,,,,,,,
M000209,0,M000209-0,rep,1893-08-07,1895-03-03,NY,17,,Republican,,,,,,,,,,
M000401,0,M000401-0,rep,1893-08-07,1895-03-03,IL,12,,Democrat,,,,,,,,,,
M000417,0,M000417-0,rep,1893-08-07,1895-03-03,PA,-1,,Republican,,,,,,,,,,
M000430,0,M000430-0,rep,1893-08-07,1895-03-03,MA,10,,Ind. Democrat,,,,,,,,,,
M000488,0,M000488-0,rep,1891-12-07,1893-03-03,MD,6,,Democrat,,,,,,,,,,
M000498,0,M000498-0,rep,1891-12-07,1893-03-03,NE,2,,Populist,,,,,,,,,,
M000580,0,M000580-0,rep,1893-08-07,1895-03-03,IN,12,,Democrat,,,,,,,,,,
M000821,0,M000821-0,rep,1891-12-07,1893-03-03,WI,4,,Democrat,,,,,,,,,,
M000863,0,M000863-0,rep,1887-12-05,1889-03-03,KY,4,,Democrat,,,,,,,,,,
M000885,0,M000885-0,rep,1893-08-07,1895-03-03,MI,9,,Republican,,,,,,,,,,
M000901,0,M000901-0,rep,1893-08-07,1895-03-03,KS,2,,Democrat,,,,,,,,,,
M001090,0,M001090-0,sen,1893-08-07,1899-03-03,NY,,1,Democrat,,,,,,,,,,
M001125,0,M001125-0,rep,1875-12-06,1877-03-03,PA,10,,Democrat,,,,,,,,,,
O000040,0,O000040-0,rep,1883-12-03,1885-03-03,VA,7,,Democrat,,,,,,,,,,
O000092,0,O000092-0,rep,1889-12-02,1891-03-03,MA,4,,Democrat,,,,,,,,,,
O000093,0,O000093-0,rep,1863-12-07,1865-03-03,PA,2,,Republican,,,,,,,,,,
O000097,0,O000097-0,rep,1883-12-03,1885-03-03,MO,8,,Democrat,,,,,,,,,,
O000005,0,O000005-0,rep,1881-12-05,1883-03-03,AL,3,,Democrat,,,,,,,,,,
O000136,0,O000136-0,rep,1885-12-07,1887-03-03,OH,13,,Democrat,,,,,,,,,,
P000015,0,P000015-0,rep,1885-12-07,1887-03-03,RI,2,,Democrat,,,,,,,,,,
P000094,0,P000094-0,rep,1893-08-07,1895-03-03,TX,12,,Democrat,,,,,,,,,,
P000095,0,P000095-0,sen,1887-12-05,1893-03-03,FL,,1,Democrat,,,,,,,,,,
P000164,0,P000164-0,rep,1891-12-07,1893-03-03,OH,17,,Democrat,,,,,,,,,,
P000199,0,P000199-0,rep,1893-08-07,1895-03-03,CO,1,,Populist,,,,,,,,,,
P000205,0,P000205-0,rep,1889-12-02,1891-03-03,WV,1,,Democrat,,,,,,,,,,
P000344,0,P000344-0,rep,1893-08-07,1895-03-03,CT,2,,Democrat,,,,,,,,,,
R000037,0,R000037-0,rep,1889-12-02,1891-03-03,MA,1,,Republican,,,,,,,,,,
R000153,0,R000153-0,rep,1875-12-06,1877-03-03,PA,13,,Democrat,,,,,,,,,,
R000213,0,R000213-0,rep,1893-08-07,1895-03-03,OH,17,,Democrat,,,,,,,,,,
R000220,0,R000220-0,rep,1893-08-07,1895-03-03,MI,5,,Democrat,,,,,,,,,,
R000272,0,R000272-0,rep,1893-08-07,1895-03-03,OH,9,,Democrat,,,,,,,,,,
R000290,0,R000290-0,sen,1893-08-07,1899-03-03,ND,,1,Democrat,,,,,,,,,,
R000561,0,R000561-0,rep,1893-08-07,1895-03-03,NY,16,,Democrat,,,,,,,,,,
S000123,0,S000123-0,rep,1893-08-07,1895-03-03,NY,21,,Democrat,,,,,,,,,,
S000305,0,S000305-0,rep,1893-08-07,1895-03-03,WI,7,,Republican,,,,,,,,,,
S000324,0,S000324-0,rep,1891-12-07,1893-03-03,SC,4,,Democrat,,,,,,,,,,
S000346,0,S000346-0,rep,1855-12-03,1857-03-03,OH,13,,Ind. Republican-Democrat,,,,,,,,,,
S000402,0,S000402-0,rep,1857-12-07,1859-03-03,NY,3,,Democrat,,,,,,,,,,
S000451,0,S000451-0,rep,1891-12-07,1893-03-03,PA,24,,Democrat,,,,,,,,,,
S000561,0,S000561-0,sen,1893-08-07,1899-03-03,NJ,,1,Democrat,,,,,,,,,,
S000655,0,S000655-0,rep,1891-12-07,1893-03-03,TN,3,,Democrat,,,,,,,,,,
S000677,0,S000677-0,rep,1893-08-07,1895-03-03,WI,4,,Democrat,,,,,,,,,,
S000732,0,S000732-0,rep,1891-12-07,1893-03-03,CT,1,,Democrat,,,,,,,,,,
S000757,0,S000757-0,rep,1875-12-06,1877-03-03,IL,12,,Democrat,,,,,,,,,,
S000884,0,S000884-0,rep,1891-12-07,1893-03-03,MA,8,,Democrat,,,,,,,,,,
S000932,0,S000932-0,sen,1887-12-05,1893-03-03,MI,,1,Republican,,,,,,,,,,
S000934,0,S000934-0,rep,1887-12-05,1889-03-03,MS,6,,Democrat,,,,,,,,,,
W000103,0,W000103-0,sen,1894-01-01,1895-03-03,GA,,2,Democrat,,,,,,,,,,
S000969,0,S000969-0,rep,1885-12-07,1887-03-03,KY,1,,Democrat,,,,,,,,,,
S000970,0,S000970-0,rep,1891-12-07,1893-03-03,OH,1,,Republican,,,,,,,,,,
S001000,0,S001000-0,rep,1893-08-07,1895-03-03,NY,15,,Democrat,,,,,,,,,,
S001110,0,S001110-0,rep,1889-12-02,1891-03-03,ID,1,,Republican,,,,,,,,,,
T000064,0,T000064-0,rep,1889-12-02,1891-03-03,TN,1,,Republican,,,,,,,,,,
T000065,0,T000065-0,rep,1893-08-07,1895-03-03,IN,1,,Democrat,,,,,,,,,,
T000341,0,T000341-0,rep,1887-12-05,1889-03-03,NY,19,,Democrat,,,,,,,,,,
T000432,0,T000432-0,sen,1863-12-07,1863-12-31,IN,,1,Democrat,,,,,,,,,,
T000434,0,T000434-0,rep,1889-12-02,1891-03-03,AL,4,,Democrat,,,,,,,,,,
V000063,0,V000063-0,rep,1879-03-18,1881-03-03,NY,30,,Republican,,,,,,,,,,
W000153,0,W000153-0,rep,1891-12-07,1893-03-03,NY,11,,Democrat,,,,,,,,,,
W000214,0,W000214-0,rep,1891-12-07,1893-03-03,IN,9,,Republican,,,,,,,,,,
W000219,0,W000219-0,rep,1891-12-07,1893-03-03,MI,10,,Democrat,,,,,,,,,,
W000286,0,W000286-0,rep,1893-08-07,1895-03-03,WI,6,,Democrat,,,,,,,,,,
W000313,0,W000313-0,rep,1891-12-07,1893-03-03,NY,21,,Republican,,,,,,,,,,
W000335,0,W000335-0,rep,1893-08-07,1895-03-03,IL,9,,Republican,,,,,,,,,,
W000394,0,W000394-0,sen,1893-08-07,1899-03-03,CA,,1,Democrat,,,,,,,,,,
W000398,0,W000398-0,rep,1893-08-07,1895-03-03,OH,20,,Republican,,,,,,,,,,
W000415,0,W000415-0,rep,1887-12-05,1889-03-03,MI,7,,Democrat,,,,,,,,,,
W000623,0,W000623-0,rep,1883-12-03,1885-03-03,WV,2,,Democrat,,,,,,,,,,
W000648,0,W000648-0,rep,1881-12-05,1883-03-03,VA,3,,Democrat,,,,,,,,,,
W000685,0,W000685-0,rep,1891-12-07,1893-03-03,PA,17,,Democrat,,,,,,,,,,
W000767,0,W000767-0,rep,1889-12-02,1891-03-03,PA,15,,Republican,,,,,,,,,,
B000541,0,B000541-0,rep,1881-12-05,1883-03-03,LA,4,,Democrat,,,,,,,,,,
J000063,0,J000063-0,sen,1894-01-01,1895-12-31,NC,,3,Democrat,,,,,,,,,,
P000141,0,P000141-0,sen,1894-01-01,1895-12-31,MI,,1,Republican,,,,,,,,,,
A000005,0,A000005-0,rep,1887-12-05,1889-03-03,TX,6,,Democrat,,,,,,,,,,
A000068,0,A000068-0,rep,1893-08-07,1895-03-03,MI,6,,Republican,,,,,,,,,,
A000082,0,A000082-0,rep,1893-08-07,1895-03-03,IL,1,,Republican,,,,,,,,,,
A000085,0,A000085-0,rep,1895-12-02,1897-03-03,AL,9,,Republican,,,,,,,,,,
A000117,0,A000117-0,rep,1895-12-02,1897-03-03,UT,1,,Republican,,,,,,,,,,
A000238,0,A000238-0,rep,1895-12-02,1897-03-03,TN,1,,Republican,,,,,,,,,,
A000271,0,A000271-0,rep,1893-08-07,1895-03-03,MA,4,,Republican,,,,,,,,,,
A000298,0,A000298-0,rep,1887-12-05,1889-03-03,RI,2,,Republican,,,,,,,,,,
A000336,0,A000336-0,rep,1895-12-02,1897-03-03,MA,10,,Republican,,,,,,,,,,
A000346,0,A000346-0,rep,1893-08-07,1895-03-03,MI,11,,Republican,,,,,,,,,,
B000061,0,B000061-0,rep,1893-08-07,1895-03-03,NH,2,,Republican,,,,,,,,,,
B000070,0,B000070-0,sen,1895-12-02,1901-03-03,KS,,2,Republican,,,,,,,,,,
B000075,0,B000075-0,rep,1891-12-07,1893-03-03,KS,6,,Populist,,,,,,,,,,
B000202,0,B000202-0,rep,1893-08-07,1895-03-03,NY,7,,Democrat,,,,,,,,,,
B000333,0,B000333-0,rep,1893-08-07,1895-03-03,TX,8,,Democrat,,,,,,,,,,
B000496,0,B000496-0,rep,1895-12-02,1897-03-03,NY,19,,Republican,,,,,,,,,,
B000502,0,B000502-0,rep,1893-08-07,1895-03-03,GA,10,,Democrat,,,,,,,,,,
B000573,0,B000573-0,rep,1895-12-02,1897-03-03,KS,-1,,Republican,,,,,,,,,,
B000580,0,B000580-0,rep,1889-12-02,1891-03-03,LA,5,,Democrat,,,,,,,,,,
B000692,0,B000692-0,rep,1891-12-07,1893-03-03,CA,6,,Republican,,,,,,,,,,
B000915,0,B000915-0,rep,1895-12-02,1897-03-03,TN,3,,Republican,,,,,,,,,,
B001012,0,B001012-0,rep,1895-12-02,1897-03-03,LA,2,,Democrat,,,,,,,,,,
B001136,0,B001136-0,rep,1895-12-02,1897-03-03,IL,20,,Republican,,,,,,,,,,
B001147,0,B001147-0,rep,1895-12-02,1897-03-03,MO,15,,Republican,,,,,,,,,,
B001183,0,B001183-0,sen,1895-12-02,1901-03-03,NC,,2,Populist,,,,,,,,,,
C000016,0,C000016-0,sen,1892-01-01,1895-03-03,LA,,2,Democrat,,,,,,,,,,
C000298,0,C000298-0,sen,1887-12-05,1889-03-03,NH,,2,Republican,,,,,,,,,,
C000357,0,C000357-0,sen,1891-12-07,1893-03-03,TX,,1,Democrat,,,,,,,,,,
C000423,0,C000423-0,rep,1895-12-02,1897-03-03,MO,1,,Republican,,,,,,,,,,
C000469,0,C000469-0,rep,1889-12-02,1891-03-03,AL,1,,Democrat,,,,,,,,,,
C000549,0,C000549-0,rep,1887-12-05,1889-03-03,AL,5,,Democrat,,,,,,,,,,
C000550,0,C000550-0,rep,1891-12-07,1893-03-03,MO,9,,Democrat,,,,,,,,,,
C000577,0,C000577-0,rep,1893-08-07,1895-03-03,TX,13,,Democrat,,,,,,,,,,
C000588,0,C000588-0,rep,1893-08-07,1895-03-03,MD,5,,Republican,,,,,,,,,,
C000595,0,C000595-0,rep,1887-12-05,1889-03-03,MA,7,,Republican,,,,,,,,,,
C000726,0,C000726-0,rep,1895-12-02,1897-03-03,WI,6,,Republican,,,,,,,,,,
C000746,0,C000746-0,rep,1893-08-07,1895-03-03,FL,2,,Democrat,,,,,,,,,,
C000822,0,C000822-0,rep,1895-12-02,1897-03-03,MD,4,,Democrat,,,,,,,,,,
C000865,0,C000865-0,rep,1885-12-07,1887-03-03,TX,7,,Democrat,,,,,,,,,,
C000908,0,C000908-0,rep,1883-12-03,1885-03-03,GA,3,,Democrat,,,,,,,,,,
C000944,0,C000944-0,rep,1895-12-02,1897-03-03,TX,10,,Democrat,,,,,,,,,,
C000949,0,C000949-0,rep,1895-12-02,1897-03-03,MO,4,,Republican,,,,,,,,,,
C000964,0,C000964-0,rep,1875-12-06,1877-03-03,TX,2,,Democrat,,,,,,,,,,
C001012,0,C001012-0,rep,1891-12-07,1893-03-03,NY,22,,Republican,,,,,,,,,,
D000040,0,D000040-0,rep,1893-08-07,1895-03-03,NY,33,,Republican,,,,,,,,,,
D000286,0,D000286-0,rep,1895-12-02,1897-03-03,OH,5,,Republican,,,,,,,,,,
D000251,0,D000251-0,rep,1895-12-02,1897-03-03,MS,6,,Democrat,,,,,,,,,,
D000430,0,D000430-0,rep,1893-08-07,1895-03-03,WA,-1,,Republican,,,,,,,,,,
D000473,0,D000473-0,rep,1895-12-02,1897-03-03,IL,16,,Democrat,,,,,,,,,,
D000488,0,D000488-0,rep,1893-08-07,1895-03-03,MA,11,,Republican,,,,,,,,,,
E000117,0,E000117-0,rep,1895-12-02,1897-03-03,VA,3,,Democrat,,,,,,,,,,
E000199,0,E000199-0,rep,1893-08-07,1895-03-03,PA,9,,Democrat,,,,,,,,,,
G000110,0,G000110-0,rep,1887-12-05,1889-03-03,IA,1,,Republican,,,,,,,,,,
G000305,0,G000305-0,rep,1895-12-02,1897-03-03,AL,5,,Populist,,,,,,,,,,
G000487,0,G000487-0,rep,1891-12-07,1893-03-03,PA,26,,Republican,,,,,,,,,,
H000009,0,H000009-0,rep,1895-12-02,1897-03-03,IL,18,,Republican,,,,,,,,,,
H000024,0,H000024-0,rep,1893-08-07,1895-03-03,NE,4,,Republican,,,,,,,,,,
H000075,0,H000075-0,rep,1893-08-07,1895-03-03,MO,2,,Democrat,,,,,,,,,,
H000093,0,H000093-0,rep,1895-12-02,1897-03-03,PA,3,,Republican,,,,,,,,,,
H000159,0,H000159-0,rep,1895-12-02,1897-03-03,IN,-1,,Republican,,,,,,,,,,
H000194,0,H000194-0,rep,1895-12-02,1897-03-03,IN,2,,Republican,,,,,,,,,,
H000243,0,H000243-0,rep,1849-12-03,1851-03-03,TN,9,,Democrat,,,,,,,,,,
H000253,0,H000253-0,rep,1895-12-02,1897-03-03,OH,13,,Republican,,,,,,,,,,
H000270,0,H000270-0,rep,1893-08-07,1895-03-03,AL,3,,Democrat,,,,,,,,,,
H000289,0,H000289-0,rep,1895-12-02,1897-03-03,PA,8,,Democrat,,,,,,,,,,
H000337,0,H000337-0,rep,1895-12-02,1897-03-03,IN,10,,Republican,,,,,,,,,,
H000453,0,H000453-0,rep,1893-08-07,1895-03-03,PA,21,,Republican,,,,,,,,,,
H000491,0,H000491-0,rep,1895-12-02,1897-03-03,KY,1,,Democrat,,,,,,,,,,
H000777,0,H000777-0,rep,1895-12-02,1897-03-03,KY,10,,Republican,,,,,,,,,,
H000884,0,H000884-0,rep,1895-12-02,1897-03-03,MO,8,,Republican,,,,,,,,,,
H000937,0,H000937-0,rep,1893-08-07,1895-03-03,OH,6,,Republican,,,,,,,,,,
H000938,0,H000938-0,rep,1895-12-02,1897-03-03,WV,3,,Republican,,,,,,,,,,
H001007,0,H001007-0,rep,1893-08-07,1895-03-03,TX,1,,Democrat,,,,,,,,,,
H001024,0,H001024-0,rep,1895-12-02,1897-03-03,WA,-1,,Republican,,,,,,,,,,
J000134,0,J000134-0,rep,1895-12-02,1897-03-03,CA,2,,Republican,,,,,,,,,,
K000083,0,K000083-0,rep,1891-12-07,1893-03-03,NE,3,,Populist,,,,,,,,,,
K000095,0,K000095-0,rep,1891-12-07,1893-03-03,KY,10,,Democrat,,,,,,,,,,
K000166,0,K000166-0,rep,1893-08-07,1895-03-03,MN,4,,Republican,,,,,,,,,,
K000238,0,K000238-0,rep,1895-12-02,1897-03-03,KS,3,,Republican,,,,,,,,,,
K000354,0,K000354-0,rep,1891-12-07,1893-03-03,MS,2,,Democrat,,,,,,,,,,
L000146,0,L000146-0,rep,1891-12-07,1893-03-03,GA,8,,Democrat,,,,,,,,,,
L000152,0,L000152-0,rep,1891-12-07,1893-03-03,OH,5,,Democrat,,,,,,,,,,
L000158,0,L000158-0,rep,1893-08-07,1895-03-03,NY,18,,Republican,,,,,,,,,,
L000233,0,L000233-0,rep,1895-12-02,1897-03-03,IN,12,,Republican,,,,,,,,,,
L000235,0,L000235-0,rep,1895-12-02,1897-03-03,PA,12,,Republican,,,,,,,,,,
L000245,0,L000245-0,rep,1895-12-02,1897-03-03,PA,16,,Republican,,,,,,,,,,
L000288,0,L000288-0,rep,1895-12-02,1897-03-03,KY,4,,Republican,,,,,,,,,,
L000327,0,L000327-0,sen,1893-08-07,1895-03-03,KY,,2,Democrat,,,,,,,,,,
L000341,0,L000341-0,rep,1893-08-07,1895-03-03,MI,8,,Republican,,,,,,,,,,
L000391,0,L000391-0,rep,1895-12-02,1897-03-03,NC,6,,Democrat,,,,,,,,,,
M000116,0,M000116-0,sen,1895-12-02,1899-03-03,MT,,1,Silver Republican,,,,,,,,,,
M000300,0,M000300-0,sen,1895-12-02,1901-03-03,OR,,2,Republican,,,,,,,,,,
M000304,0,M000304-0,rep,1895-12-02,1897-03-03,TN,8,,Republican,,,,,,,,,,
M000344,0,M000344-0,rep,1881-12-05,1883-03-03,OH,18,,Republican,,,,,,,,,,
M000371,0,M000371-0,rep,1869-03-04,1871-03-03,AZ,0,,Unionist,,,,,,,,,,
M000402,0,M000402-0,rep,1893-08-07,1895-03-03,TN,9,,Democrat,,,,,,,,,,
M000441,0,M000441-0,rep,1891-12-07,1893-03-03,IL,2,,Democrat,,,,,,,,,,
M000502,0,M000502-0,rep,1895-12-02,1897-03-03,VA,4,,Democrat,,,,,,,,,,
M000634,0,M000634-0,rep,1893-08-07,1895-03-03,NE,3,,Republican,,,,,,,,,,
M000647,0,M000647-0,rep,1891-12-07,1893-03-03,VA,8,,Democrat,,,,,,,,,,
M000706,0,M000706-0,rep,1895-12-02,1897-03-03,MD,1,,Democrat,,,,,,,,,,
M000749,0,M000749-0,rep,1895-12-02,1897-03-03,KS,2,,Republican,,,,,,,,,,
M000783,0,M000783-0,rep,1895-12-02,1897-03-03,MI,3,,Republican,,,,,,,,,,
M000792,0,M000792-0,rep,1895-12-02,1897-03-03,NY,9,,Democrat,,,,,,,,,,
M001007,0,M001007-0,rep,1889-12-02,1891-03-03,MA,2,,Republican,,,,,,,,,,
M001027,0,M001027-0,rep,1891-12-07,1893-03-03,GA,4,,Democrat,,,,,,,,,,
M001056,0,M001056-0,rep,1895-12-02,1897-03-03,MO,14,,Republican,,,,,,,,,,
M001091,0,M001091-0,rep,1895-12-02,1897-03-03,IL,21,,Republican,,,,,,,,,,
M001102,0,M001102-0,rep,1895-12-02,1897-03-03,AZ,0,,Republican,,,,,,,,,,
M001106,0,M001106-0,rep,1893-08-07,1895-03-03,SC,7,,Republican,,,,,,,,,,
N000025,0,N000025-0,rep,1893-08-07,1895-03-03,AR,6,,Democrat,,,,,,,,,,
N000131,0,N000131-0,rep,1895-12-02,1897-03-03,TX,12,,Republican,,,,,,,,,,
O000161,0,O000161-0,rep,1895-12-02,1897-03-03,KY,7,,Democrat,,,,,,,,,,
P000124,0,P000124-0,rep,1891-12-07,1893-03-03,TN,10,,Democrat,,,,,,,,,,
P000202,0,P000202-0,rep,1893-08-07,1895-03-03,TX,7,,Democrat,,,,,,,,,,
P000271,0,P000271-0,rep,1881-12-05,1883-03-03,DK,-1,,Republican,,,,,,,,,,
P000313,0,P000313-0,rep,1893-08-07,1895-03-03,PA,25,,Republican,,,,,,,,,,
P000329,0,P000329-0,rep,1889-12-02,1891-03-03,SD,-1,,Republican,,,,,,,,,,
P000429,0,P000429-0,rep,1895-12-02,1897-03-03,NY,27,,Republican,,,,,,,,,,
P000457,0,P000457-0,rep,1887-12-05,1889-03-03,IL,10,,Republican,,,,,,,,,,
P000521,0,P000521-0,rep,1889-12-02,1891-03-03,LA,3,,Democrat,,,,,,,,,,
R000052,0,R000052-0,rep,1895-12-02,1897-03-03,MO,13,,Republican,,,,,,,,,,
R000161,0,R000161-0,rep,1895-12-02,1897-03-03,IL,18,,Republican,,,,,,,,,,
R000261,0,R000261-0,rep,1895-12-02,1897-03-03,IL,16,,Republican,,,,,,,,,,
R000342,0,R000342-0,rep,1891-12-07,1893-03-03,PA,6,,Republican,,,,,,,,,,
R000516,0,R000516-0,rep,1885-12-07,1887-03-03,MD,3,,Democrat,,,,,,,,,,
R000520,0,R000520-0,rep,1893-08-07,1895-03-03,GA,2,,Democrat,,,,,,,,,,
S000192,0,S000192-0,rep,1881-12-05,1883-03-03,PA,12,,Republican,,,,,,,,,,
S000253,0,S000253-0,rep,1893-08-07,1895-03-03,NC,5,,Republican,,,,,,,,,,
S000262,0,S000262-0,sen,1881-12-05,1887-03-03,NJ,,1,Republican,,,,,,,,,,
S000309,0,S000309-0,rep,1895-12-02,1897-03-03,NC,3,,Democrat,,,,,,,,,,
S000382,0,S000382-0,sen,1890-01-01,1895-03-03,ID,,2,Republican,,,,,,,,,,
S000679,0,S000679-0,rep,1893-08-07,1895-03-03,OH,3,,Democrat,,,,,,,,,,
S000726,0,S000726-0,rep,1895-12-02,1897-03-03,MS,7,,Democrat,,,,,,,,,,
S000780,0,S000780-0,rep,1895-12-02,1897-03-03,PA,19,,Republican,,,,,,,,,,
S000865,0,S000865-0,rep,1889-12-02,1891-03-03,MI,11,,Republican,,,,,,,,,,
S001014,0,S001014-0,rep,1893-08-07,1895-03-03,OH,8,,Republican,,,,,,,,,,
T000007,0,T000007-0,rep,1895-12-02,1897-03-03,OH,1,,Republican,,,,,,,,,,
T000043,0,T000043-0,rep,1889-12-02,1891-03-03,MO,5,,Democrat,,,,,,,,,,
T000168,0,T000168-0,rep,1893-08-07,1895-03-03,MI,4,,Republican,,,,,,,,,,
T000256,0,T000256-0,sen,1895-12-02,1901-03-03,NE,,2,Republican,,,,,,,,,,
T000340,0,T000340-0,rep,1895-12-02,1897-03-03,IN,3,,Republican,,,,,,,,,,
T000342,0,T000342-0,rep,1895-12-02,1897-03-03,MO,7,,Republican,,,,,,,,,,
T000363,0,T000363-0,rep,1895-12-02,1897-03-03,MO,9,,Republican,,,,,,,,,,
T000421,0,T000421-0,rep,1881-12-05,1883-03-03,GA,2,,Democrat,,,,,,,,,,
T000427,0,T000427-0,rep,1893-08-07,1895-03-03,VA,7,,Democrat,,,,,,,,,,
T000448,0,T000448-0,rep,1893-08-07,1895-03-03,VA,2,,Democrat,,,,,,,,,,
V000042,0,V000042-0,rep,1865-12-04,1867-03-03,MO,6,,Republican,,,,,,,,,,
W000098,0,W000098-0,rep,1895-12-02,1897-03-03,NY,8,,Democrat,,,,,,,,,,
W000111,0,W000111-0,sen,1885-12-07,1889-03-03,MS,,2,Democrat,,,,,,,,,,
W000181,0,W000181-0,rep,1887-12-05,1889-03-03,TN,6,,Democrat,,,,,,,,,,
W000200,0,W000200-0,rep,1895-12-02,1897-03-03,OH,12,,Republican,,,,,,,,,,
W000562,0,W000562-0,rep,1895-12-02,1897-03-03,DE,0,,Republican,,,,,,,,,,
W000583,0,W000583-0,rep,1893-08-07,1895-03-03,OH,7,,Republican,,,,,,,,,,
W000602,0,W000602-0,rep,1889-12-02,1891-03-03,WA,1,,Republican,,,,,,,,,,
W000667,0,W000667-0,sen,1889-12-02,1895-03-03,CO,,2,Republican,,,,,,,,,,
W000691,0,W000691-0,rep,1895-12-02,1897-03-03,IL,19,,Republican,,,,,,,,,,
W000707,0,W000707-0,rep,1893-08-07,1895-03-03,NC,2,,Democrat,,,,,,,,,,
W000715,0,W000715-0,rep,1895-12-02,1897-03-03,IL,4,,Republican,,,,,,,,,,
W000739,0,W000739-0,rep,1893-08-07,1895-03-03,PA,14,,Republican,,,,,,,,,,
Y000018,0,Y000018-0,rep,1895-12-02,1897-03-03,TX,3,,Democrat,,,,,,,,,,
B000902,0,B000902-0,sen,1896-01-01,1897-03-03,UT,,3,Republican,,,,,,,,,,
C000118,0,C000118-0,rep,1895-12-02,1896-01-04,UT,-1,,Republican,,,,,,,,,,
C000876,0,C000876-0,rep,1897-03-15,1899-03-03,TX,4,,Democrat,,,,,,,,,,
M000522,0,M000522-0,rep,1877-10-15,1879-03-03,OH,17,,Republican,,,,,,,,,,
A000299,0,A000299-0,rep,1895-12-02,1897-03-03,PA,28,,Republican,,,,,,,,,,
B000066,0,B000066-0,rep,1865-12-04,1867-03-03,IL,12,,Republican,,,,,,,,,,
B000121,0,B000121-0,rep,1897-03-15,1899-03-03,MD,1,,Republican,,,,,,,,,,
B000149,0,B000149-0,rep,1897-03-15,1899-03-03,CA,6,,Populist,,,,,,,,,,
B000180,0,B000180-0,rep,1895-12-02,1897-03-03,MA,7,,Republican,,,,,,,,,,
B000186,0,B000186-0,rep,1897-03-15,1899-03-03,MA,10,,Republican,,,,,,,,,,
B000262,0,B000262-0,rep,1895-12-02,1897-03-03,OH,20,,Republican,,,,,,,,,,
B000325,0,B000325-0,rep,1887-12-05,1889-03-03,NY,25,,Republican,,,,,,,,,,
B000327,0,B000327-0,rep,1897-03-15,1899-03-03,NY,1,,Republican,,,,,,,,,,
B000329,0,B000329-0,rep,1895-12-02,1897-03-03,IL,3,,Republican,,,,,,,,,,
B000366,0,B000366-0,rep,1897-03-15,1899-03-03,PA,19,,Democrat,,,,,,,,,,
B000372,0,B000372-0,rep,1895-12-02,1897-03-03,NY,5,,Republican,,,,,,,,,,
B000584,0,B000584-0,rep,1897-03-15,1899-03-03,MO,2,,Democrat,,,,,,,,,,
B000633,0,B000633-0,rep,1897-03-15,1899-03-03,MD,3,,Republican,,,,,,,,,,
B000654,0,B000654-0,rep,1897-03-15,1899-03-03,KS,-1,,Populist,,,,,,,,,,
B000815,0,B000815-0,rep,1895-12-02,1897-03-03,NY,31,,Republican,,,,,,,,,,
B000856,0,B000856-0,rep,1891-12-07,1893-03-03,KS,1,,Republican,,,,,,,,,,
B000973,0,B000973-0,rep,1897-03-15,1899-03-03,MI,8,,Democrat,,,,,,,,,,
C000053,0,C000053-0,rep,1897-03-15,1899-03-03,OK,-1,,Free Silver,,,,,,,,,,
C000089,0,C000089-0,rep,1897-03-15,1899-03-03,IL,20,,Democrat,,,,,,,,,,
